id,shiftDate,timeIn,timeOut,shiftType,largestTip,smallestTip,stiffed,bwl,sales,tipout,totalWalkedWith,tipPercent,ppa,comments,breakthroughs,isReal,createdAt,updatedAt,JobId,UserId
5503,2015-02-11,11:00:00,19:15:00,double,36,13,0,6,1174,82.18,167.88,20,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5504,2015-02-08,11:00:00,19:15:00,double,58,8,0,8,744,59.52,124.99,22,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5505,2015-02-07,11:00:00,19:15:00,double,55,14,0,11,848,59.36,118.72,21,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5506,2015-02-06,11:00:00,19:15:00,double,42,13,0,10,1202,84.14,132.22,18,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5507,2015-02-05,11:00:00,19:15:00,double,29,13,0,5,454,27.24,59.93,17,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5508,2015-02-04,11:00:00,19:15:00,double,24,6,0,8,1156,92.48,92.48,16,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5509,2015-02-01,11:00:00,19:15:00,double,26,5,0,13,634,44.38,98.9,20,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5510,2015-01-31,11:00:00,19:15:00,double,50,6,0,11,1403,98.21,231.5,22,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5511,2015-01-30,11:00:00,19:15:00,double,50,8,0,10,882,61.74,95.26,16,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5512,2015-01-29,11:00:00,19:15:00,double,32,9,0,9,427,25.62,46.97,16,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5513,2015-01-28,11:00:00,19:15:00,double,28,14,0,10,850,59.5,132.6,20,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5514,2015-01-25,11:00:00,19:15:00,double,59,8,0,12,1073,75.11,153.44,20,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5515,2015-01-24,11:00:00,19:15:00,double,55,8,0,12,1372,82.32,214.03,19,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5516,2015-01-23,11:00:00,19:15:00,double,28,6,0,14,1053,73.71,126.36,17,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5517,2015-01-22,11:00:00,19:15:00,double,24,11,0,10,1047,73.29,146.58,21,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5518,2015-01-21,11:00:00,19:15:00,double,47,9,1,5,650,45.5,85.8,19,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5519,2015-01-18,11:00:00,19:15:00,double,31,6,0,11,1184,82.88,118.4,17,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5520,2015-01-17,11:00:00,19:15:00,double,52,11,0,15,1298,77.88,207.68,22,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5521,2015-01-16,11:00:00,19:15:00,double,49,15,0,11,1069,64.14,160.35,21,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5522,2015-01-15,11:00:00,19:15:00,double,51,15,0,12,1178,94.24,155.5,20,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5523,2015-01-14,11:00:00,19:15:00,double,27,8,0,7,1100,88,133.1,19,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5524,2015-01-11,11:00:00,19:15:00,double,59,9,0,12,671,40.26,118.1,22,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5525,2015-01-10,11:00:00,19:15:00,double,47,8,0,10,909,72.72,130.9,20,56,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5526,2015-01-09,11:00:00,19:15:00,double,60,11,0,15,1336,80.16,160.32,16,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5527,2015-01-08,11:00:00,19:15:00,double,26,9,0,7,863,60.41,103.56,17,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5528,2015-01-07,11:00:00,19:15:00,double,32,4,0,8,618,37.08,88.37,19,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5529,2015-01-04,11:00:00,19:15:00,double,31,8,0,9,999,59.94,155.84,19,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5530,2015-01-03,11:00:00,19:15:00,double,40,8,0,16,1404,112.32,182.52,21,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5531,2015-01-02,11:00:00,19:15:00,double,48,9,0,7,1187,71.22,156.68,17,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5532,2015-01-01,11:00:00,19:15:00,double,37,5,0,12,1167,93.36,126.04,17,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5533,2014-12-31,11:00:00,19:15:00,double,25,9,0,5,631,50.48,88.34,22,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5534,2014-12-28,11:00:00,19:15:00,double,31,15,0,8,1224,97.92,190.94,21,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5535,2014-12-27,11:00:00,19:15:00,double,36,6,0,10,1512,120.96,181.44,18,56,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5536,2014-12-26,11:00:00,19:15:00,double,60,7,0,16,1216,97.28,107.01,16,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5537,2014-12-25,11:00:00,19:15:00,double,27,10,0,12,475,38,79.8,22,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5538,2014-12-24,11:00:00,19:15:00,double,41,10,0,5,993,69.51,131.08,18,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5539,2014-12-21,11:00:00,19:15:00,double,23,9,0,10,549,43.92,60.39,18,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5540,2014-12-20,11:00:00,19:15:00,double,41,4,0,14,810,64.8,136.08,22,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5541,2014-12-19,11:00:00,19:15:00,double,54,14,0,11,1342,107.36,191.91,21,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5542,2014-12-18,11:00:00,19:15:00,double,58,11,0,9,870,69.6,133.98,22,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5543,2014-12-17,11:00:00,19:15:00,double,23,6,0,9,865,69.2,69.2,16,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5544,2014-12-14,11:00:00,19:15:00,double,30,14,0,6,1088,65.28,141.44,19,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5545,2014-12-13,11:00:00,19:15:00,double,31,15,0,14,1217,85.19,109.53,16,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5546,2014-12-12,11:00:00,19:15:00,double,56,14,0,12,1151,80.57,149.63,20,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5547,2014-12-11,11:00:00,19:15:00,double,31,7,0,8,1047,83.76,175.9,22,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5548,2014-12-10,11:00:00,19:15:00,double,38,11,0,8,881,61.67,88.1,17,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5549,2014-12-07,11:00:00,19:15:00,double,38,13,0,6,531,37.17,70.09,18,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5550,2014-12-06,11:00:00,19:15:00,double,20,5,0,16,1343,80.58,161.16,16,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5551,2014-12-05,11:00:00,19:15:00,double,30,11,0,9,778,62.24,102.7,19,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5552,2014-12-04,11:00:00,19:15:00,double,44,11,0,5,1036,62.16,145.04,20,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5553,2014-12-03,11:00:00,19:15:00,double,49,5,0,11,506,30.36,61.23,17,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5554,2014-11-30,11:00:00,19:15:00,double,51,7,0,10,847,59.29,83.85,16,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5555,2014-11-29,11:00:00,19:15:00,double,51,4,0,9,1532,91.92,185.37,17,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5556,2014-11-28,11:00:00,19:15:00,double,42,15,0,8,1116,89.28,107.14,16,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5557,2014-11-27,11:00:00,19:15:00,double,25,4,0,11,999,69.93,99.9,17,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5558,2014-11-26,11:00:00,19:15:00,double,50,7,0,12,655,39.3,108.08,21,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5559,2014-11-23,11:00:00,19:15:00,double,50,13,0,6,943,56.58,158.42,20,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5560,2014-11-22,11:00:00,19:15:00,double,47,14,0,11,1012,60.72,133.58,17,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5561,2014-11-21,11:00:00,19:15:00,double,28,5,0,10,1025,71.75,153.75,22,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5562,2014-11-20,11:00:00,19:15:00,double,50,15,0,11,857,59.99,128.55,22,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5563,2014-11-19,11:00:00,19:15:00,double,40,8,0,6,680,40.8,97.92,18,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5564,2014-11-16,11:00:00,19:15:00,double,40,9,0,10,811,48.66,105.43,19,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5565,2014-11-15,11:00:00,19:15:00,double,41,7,0,10,903,63.21,151.7,21,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5566,2014-11-14,11:00:00,19:15:00,double,32,4,0,7,1363,81.78,261.7,22,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5567,2014-11-13,11:00:00,19:15:00,double,52,8,0,7,1077,75.39,129.24,19,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5568,2014-11-12,11:00:00,19:15:00,double,49,8,0,8,1142,91.36,102.78,17,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5569,2014-11-09,11:00:00,19:15:00,double,58,8,0,6,1177,94.16,117.7,18,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5570,2014-11-08,11:00:00,19:15:00,double,35,4,0,10,1327,92.89,238.86,22,60,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5571,2014-11-07,11:00:00,19:15:00,double,53,14,0,16,1305,91.35,203.58,20,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5572,2014-11-06,11:00:00,19:15:00,double,57,4,0,5,839,67.12,90.61,17,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5573,2014-11-05,11:00:00,19:15:00,double,27,6,0,10,664,46.48,94.95,20,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5574,2014-11-02,11:00:00,19:15:00,double,38,5,0,7,776,46.56,130.37,20,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5575,2014-11-01,11:00:00,19:15:00,double,46,12,0,12,1388,97.16,216.53,20,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5576,2014-10-31,11:00:00,19:15:00,double,52,5,0,11,1111,77.77,133.32,17,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5577,2014-10-30,11:00:00,19:15:00,double,57,15,0,11,701,56.08,67.3,16,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5578,2014-10-29,11:00:00,19:15:00,double,50,13,0,9,462,36.96,71.15,22,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5579,2014-10-26,11:00:00,19:15:00,double,28,8,0,6,699,48.93,115.34,22,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5580,2014-10-25,11:00:00,19:15:00,double,23,9,0,18,835,50.1,128.59,20,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5581,2014-10-24,11:00:00,19:15:00,double,21,4,0,11,1009,80.72,133.19,20,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5582,2014-10-23,11:00:00,19:15:00,double,53,12,0,6,589,47.12,58.31,17,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5583,2014-10-22,11:00:00,19:15:00,double,47,12,0,5,882,61.74,79.38,16,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5584,2014-10-19,11:00:00,19:15:00,double,46,13,0,13,1285,77.1,212.03,21,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5585,2014-10-18,11:00:00,19:15:00,double,20,8,0,18,700,49,115.5,22,58,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5586,2014-10-17,11:00:00,19:15:00,double,36,15,0,8,649,45.43,71.39,18,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5587,2014-10-16,11:00:00,19:15:00,double,21,12,0,11,800,56,134.4,21,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5588,2014-10-15,11:00:00,19:15:00,double,25,5,0,6,455,27.3,50.05,17,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5589,2014-10-12,11:00:00,19:15:00,double,29,7,0,6,768,61.44,118.27,22,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5590,2014-10-11,11:00:00,19:15:00,double,38,7,0,10,1406,112.48,112.48,16,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5591,2014-10-10,11:00:00,19:15:00,double,57,15,0,15,1383,82.98,207.45,21,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5592,2014-10-09,11:00:00,19:15:00,double,38,15,0,10,603,42.21,92.86,21,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5593,2014-10-08,11:00:00,19:15:00,double,50,5,0,7,1150,80.5,165.6,19,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5594,2014-10-05,11:00:00,19:15:00,double,29,11,0,12,639,51.12,76.68,20,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5595,2014-10-04,11:00:00,19:15:00,double,30,15,0,10,1512,105.84,151.2,17,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5596,2014-10-03,11:00:00,19:15:00,double,58,4,0,15,1284,89.88,184.9,19,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5597,2014-10-02,11:00:00,19:15:00,double,46,11,0,8,1173,93.84,140.76,18,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5598,2014-10-01,11:00:00,19:15:00,double,47,6,0,8,1037,72.59,136.88,18,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5599,2014-09-28,11:00:00,19:15:00,double,35,5,0,7,665,53.2,87.78,20,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5600,2014-09-27,11:00:00,19:15:00,double,35,12,0,17,892,62.44,160.56,22,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5601,2014-09-26,11:00:00,19:15:00,double,47,6,0,12,977,58.62,136.78,20,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5602,2014-09-25,11:00:00,19:15:00,double,27,13,0,12,1186,83.02,154.18,20,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5603,2014-09-24,11:00:00,19:15:00,double,23,13,0,5,923,64.61,92.3,17,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5604,2014-09-21,11:00:00,19:15:00,double,51,8,0,11,1036,72.52,145.04,21,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5605,2014-09-20,11:00:00,19:15:00,double,20,4,0,16,756,60.48,98.28,21,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5606,2014-09-19,11:00:00,19:15:00,double,48,15,0,7,952,76.16,137.09,20,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5607,2014-09-18,11:00:00,19:15:00,double,20,6,0,8,517,36.19,55.84,16,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5608,2014-09-17,11:00:00,19:15:00,double,36,9,0,11,780,54.6,70.2,16,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5609,2014-09-14,11:00:00,19:15:00,double,35,15,0,6,1093,76.51,196.74,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5610,2014-09-13,11:00:00,19:15:00,double,41,9,0,15,967,58.02,125.71,19,58,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5611,2014-09-12,11:00:00,19:15:00,double,20,9,0,11,1230,73.8,221.4,21,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5612,2014-09-11,11:00:00,19:15:00,double,51,5,0,5,1149,80.43,151.67,19,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5613,2014-09-10,11:00:00,19:15:00,double,56,11,0,12,1200,96,132,19,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5614,2014-09-07,11:00:00,19:15:00,double,30,11,0,12,1141,68.46,125.51,16,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5615,2014-09-06,11:00:00,19:15:00,double,56,14,0,15,1301,91.07,186.04,20,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5616,2014-09-05,11:00:00,19:15:00,double,21,8,0,11,663,39.78,95.47,18,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5617,2014-09-04,11:00:00,19:15:00,double,55,11,0,11,647,51.76,77.64,20,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5618,2014-09-03,11:00:00,19:15:00,double,44,8,0,10,1064,74.48,127.68,19,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5619,2014-08-31,11:00:00,19:15:00,double,46,12,0,7,717,43.02,120.46,20,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5620,2014-08-30,11:00:00,19:15:00,double,33,8,0,15,711,49.77,78.21,18,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5621,2014-08-29,11:00:00,19:15:00,double,31,6,0,16,1102,88.16,99.18,17,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5622,2014-08-28,11:00:00,19:15:00,double,55,6,0,9,1006,80.48,121.73,19,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5623,2014-08-27,11:00:00,19:15:00,double,54,15,0,9,976,78.08,93.7,16,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5624,2014-08-24,11:00:00,19:15:00,double,48,10,0,9,983,68.81,97.32,16,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5625,2014-08-23,11:00:00,19:15:00,double,60,7,0,18,1326,92.82,222.77,21,59,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5626,2014-08-22,11:00:00,19:15:00,double,56,11,0,14,807,64.56,79.89,17,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5627,2014-08-21,11:00:00,19:15:00,double,50,11,0,7,659,39.54,102.8,19,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5628,2014-08-20,11:00:00,19:15:00,double,51,11,0,5,761,45.66,83.71,17,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5629,2014-08-17,11:00:00,19:15:00,double,48,14,0,8,543,38.01,65.16,17,33,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5630,2014-08-16,11:00:00,19:15:00,double,33,12,0,8,1167,81.69,168.05,19,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5631,2014-08-15,11:00:00,19:15:00,double,44,11,0,16,1185,71.1,130.35,16,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5632,2014-08-14,11:00:00,19:15:00,double,50,5,0,9,1077,75.39,161.55,22,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5633,2014-08-13,11:00:00,19:15:00,double,23,14,0,11,967,67.69,87.03,16,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5634,2014-08-10,11:00:00,19:15:00,double,45,12,0,9,1131,67.86,186.62,21,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5635,2014-08-09,11:00:00,19:15:00,double,28,6,0,15,1578,126.24,220.92,22,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5636,2014-08-08,11:00:00,19:15:00,double,45,4,0,13,660,52.8,65.34,17,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5637,2014-08-07,11:00:00,19:15:00,double,58,11,0,6,876,70.08,105.12,18,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5638,2014-08-06,11:00:00,19:15:00,double,31,6,0,8,652,45.64,84.76,20,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5639,2014-08-03,11:00:00,19:15:00,double,30,14,0,6,809,64.72,97.08,18,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5640,2014-08-02,11:00:00,19:15:00,double,34,12,0,10,833,49.98,119.12,19,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5641,2014-08-01,11:00:00,19:15:00,double,38,9,0,10,674,53.92,67.4,18,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5642,2014-07-31,11:00:00,19:15:00,double,25,10,0,7,809,64.72,88.99,19,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5643,2014-07-30,11:00:00,19:15:00,double,34,15,0,5,433,34.64,57.16,19,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5644,2014-07-27,11:00:00,19:15:00,double,41,6,0,9,1297,103.76,199.74,22,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5645,2014-07-26,11:00:00,19:15:00,double,30,15,0,13,1413,98.91,202.06,20,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5646,2014-07-25,11:00:00,19:15:00,double,29,7,0,7,995,59.7,129.35,19,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5647,2014-07-24,11:00:00,19:15:00,double,53,11,0,8,407,24.42,78.14,22,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5648,2014-07-23,11:00:00,19:15:00,double,54,6,0,6,745,59.6,65.56,16,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5649,2014-07-20,11:00:00,19:15:00,double,41,4,0,11,902,63.14,108.24,19,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5650,2014-07-19,11:00:00,19:15:00,double,38,4,0,10,777,46.62,77.7,16,58,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5651,2014-07-18,11:00:00,19:15:00,double,28,14,0,10,1352,81.12,227.14,20,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5652,2014-07-17,11:00:00,19:15:00,double,48,11,0,8,747,44.82,125.5,20,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5653,2014-07-16,11:00:00,19:15:00,double,28,10,0,7,752,52.64,82.72,18,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5654,2014-07-13,11:00:00,19:15:00,double,36,12,0,7,554,33.24,97.5,22,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5655,2014-07-12,11:00:00,19:15:00,double,20,8,0,11,1098,76.86,144.94,19,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5656,2014-07-11,11:00:00,19:15:00,double,41,9,0,14,1025,71.75,172.2,21,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5657,2014-07-10,11:00:00,19:15:00,double,27,15,0,8,424,33.92,40.7,16,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5658,2014-07-09,11:00:00,19:15:00,double,52,6,0,5,858,60.06,154.44,22,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5659,2014-07-06,11:00:00,19:15:00,double,59,11,0,12,1202,96.16,145.44,19,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5660,2014-07-05,11:00:00,19:15:00,double,38,4,0,16,1302,91.14,171.86,18,58,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5661,2014-07-04,11:00:00,19:15:00,double,60,4,0,14,1060,63.6,174.9,21,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5662,2014-07-03,11:00:00,19:15:00,double,38,10,0,11,882,61.74,116.42,18,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5663,2014-07-02,11:00:00,19:15:00,double,44,7,0,5,704,42.24,135.17,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5664,2014-06-29,11:00:00,19:15:00,double,21,8,0,7,638,38.28,70.18,17,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5665,2014-06-28,11:00:00,19:15:00,double,48,13,0,13,979,58.74,118.46,17,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5666,2014-06-27,11:00:00,19:15:00,double,25,13,0,16,677,47.39,97.49,19,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5667,2014-06-26,11:00:00,19:15:00,double,33,13,0,5,692,48.44,99.65,19,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5668,2014-06-25,11:00:00,19:15:00,double,37,10,0,9,607,36.42,97.12,22,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5669,2014-06-22,11:00:00,19:15:00,double,59,13,0,13,1227,73.62,184.05,21,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5670,2014-06-21,11:00:00,19:15:00,double,42,11,0,14,1078,64.68,129.36,18,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
